scientific_name,park_name,observations,category,common_names,conservation_status
Saponaria officinalis,Bryce National Park,101,Vascular Plant,"Bouncing-Bet, Soapwort, Bouncing-Bet",
Saponaria officinalis,Bryce National Park,101,Vascular Plant,"Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",
Houstonia caerulea,Yosemite National Park,168,Vascular Plant,"Bluets, Quaker Ladies, Innocence",
Grimmia laevigata,Bryce National Park,39,Nonvascular Plant,Grimmia Dry Rock Moss,
Thalictrum venulosum,Great Smoky Mountains National Park,68,Vascular Plant,"Veiny Meadowrue, Veiny Meadow-Rue, Veiny-Leaf Meadow-Rue",
Zenaida macroura,Great Smoky Mountains National Park,86,Bird,Mourning Dove,
Salix eastwoodiae,Yellowstone National Park,221,Vascular Plant,"Eastwood's Willow, Mountain Willow",
Chorispora tenella,Yosemite National Park,134,Vascular Plant,"Beanpodded Mustard, Blue Mustard, Bluemustard, Common Blue Mustard, Crossflower, Purple Mustard, Tenella Mustard",
Aster tataricus,Yellowstone National Park,252,Vascular Plant,"Tartar Aster, Tartarian Aster",
Carex multicaulis,Bryce National Park,121,Vascular Plant,Manystem Sedge,
Gayophytum racemosum,Yosemite National Park,138,Vascular Plant,"Blackfoot Groundsmoke, Black-Foot Groundsmoke",
Muhlenbergia minutissima,Bryce National Park,110,Vascular Plant,Annual Muhly,
Viola septentrionalis,Yellowstone National Park,250,Vascular Plant,Northern Woodland Violet,
Phyllanthus caroliniensis,Yosemite National Park,139,Vascular Plant,"Carolina Leaf-Flower, Phyllanthus",
Melanthium parviflorum,Yellowstone National Park,281,Vascular Plant,"Small-Flowered False Hellebore, Small-Flowered False-Helleborne",
Scutellaria siphocampyloides,Great Smoky Mountains National Park,76,Vascular Plant,Grayleaf Skullcap,
Carya cordiformis,Yellowstone National Park,282,Vascular Plant,"Bitternut Hickory, Bitter-Nut Hickory",
Eupatorium fistulosum,Great Smoky Mountains National Park,70,Vascular Plant,"Hollow Joe-Pye Weed, Joe-Pye-Weed",
Adiantum jordanii,Great Smoky Mountains National Park,62,Vascular Plant,"California Maidenhair, California Maidenhair Fern",
Dendroica striata,Great Smoky Mountains National Park,76,Bird,Blackpoll Warbler,
Bignonia capreolata,Great Smoky Mountains National Park,70,Vascular Plant,"Crossvine, Cross-Vine",
Muhlenbergia frondosa,Yellowstone National Park,235,Vascular Plant,"Muhly, Wirestem Muhly",
Aureolaria pectinata,Yosemite National Park,156,Vascular Plant,"Comb-Leaf Oakleach, Cut-Leaved Gerardia",
Lycopus X sherardii,Yellowstone National Park,213,Vascular Plant,Sherard's Waterhorehound,
Solidago multiradiata,Bryce National Park,104,Vascular Plant,"Arctic Goldenrod, Manyray Goldenrod, Mountain Goldenrod, Rocky Mountain Goldenrod",
Tilia americana var. heterophylla,Yosemite National Park,155,Vascular Plant,White Basswood,
Calycanthus floridus,Great Smoky Mountains National Park,92,Vascular Plant,"Carolina-Allspice, Eastern Sweetshrub",
Cuscuta gronovii,Bryce National Park,95,Vascular Plant,"Dodder, Gronovius Dodder",
Draba incerta,Bryce National Park,105,Vascular Plant,Yellowstone Draba,
Homo sapiens,Yosemite National Park,138,Mammal,"Human, Humans, Man",
Orbexilum pedunculatum var. psoralioides,Bryce National Park,112,Vascular Plant,Sampson's Snakeroot,
Fritillaria micrantha,Bryce National Park,71,Vascular Plant,Brown Fritillary,
Ruellia strepens,Yosemite National Park,128,Vascular Plant,Limestone Wild Petunia,
Heuchera pubescens,Great Smoky Mountains National Park,69,Vascular Plant,"Alumroot, Downy Alumroot",
Veronica persica,Yosemite National Park,147,Vascular Plant,"Perscians' Speedwell, Speedwell",
Veronica persica,Yosemite National Park,147,Vascular Plant,"Bird-Eye Speedwell, Birdseye Speedwell, Persian Speedwell, Winter Speedwell",
Asio otus,Yellowstone National Park,253,Bird,Long-Eared Owl,Species of Concern
Hieracium gracile,Yosemite National Park,146,Vascular Plant,Slender Hawkweed,
Betula papyrifera var. cordifolia,Bryce National Park,107,Vascular Plant,Mountain Paper Birch,
Arenaria congesta var. subcongesta,Bryce National Park,103,Vascular Plant,"Ballhead Sandwort, Loosehead Sandwort",
Arabis lemmonii var. depauperata,Great Smoky Mountains National Park,67,Vascular Plant,Soldier Rockcress,
Sternotherus minor peltifer,Yosemite National Park,161,Reptile,"Stripeneck Musk Turtle, Stripe-Necked Musk Turtle",
Conyza canadensis,Bryce National Park,81,Vascular Plant,Horse-Weed,
Conyza canadensis,Bryce National Park,81,Vascular Plant,"Canada Horseweed, Canadian Horseweed, Horseweed, Horseweed Fleabane, Mares Tail, Marestail",
Cyprinella spilopterus,Yellowstone National Park,219,Fish,Spotfin Shiner,
Smilax pulverulenta,Bryce National Park,118,Vascular Plant,Downy Carrionflower,
Lupinus formosus var. formosus,Bryce National Park,94,Vascular Plant,Summer Lupine,
Schoenoplectus purshianus,Yosemite National Park,147,Vascular Plant,Weakstalk Bulrush,
Prunus hortulana,Bryce National Park,89,Vascular Plant,Hortulan Plum,
Setaria viridis,Yosemite National Park,170,Vascular Plant,"Green Bristle Grass, Green Foxtail",
Setaria viridis,Yosemite National Park,170,Vascular Plant,"Bottle Grass, Green Bristle Grass, Green Bristlegrass, Green Foxtail, Pigeongrass, Wild Millet",
Diadophis punctatus edwardsii,Yosemite National Park,170,Reptile,Northern Ringneck Snake,
Corallorhiza maculata,Yellowstone National Park,267,Vascular Plant,"Spotted Coralroot, Summer Coralroot",
Chlidonias niger,Yellowstone National Park,218,Bird,Black Tern,Species of Concern
Phacelia ramosissima var. ramosissima,Great Smoky Mountains National Park,69,Vascular Plant,Branching Phacelia,
Streptopus lanceolatus var. lanceolatus,Yosemite National Park,184,Vascular Plant,Twistedstalk,
Neckera pennata,Yosemite National Park,132,Nonvascular Plant,Neckera Moss,
Minuartia californica,Great Smoky Mountains National Park,84,Vascular Plant,California Sandwort,
Carex laxiculmis,Bryce National Park,102,Vascular Plant,"Sedge, Spreading Sedge",
Molothrus ater,Bryce National Park,91,Bird,Brown-Headed Cowbird,
Monarda media,Yellowstone National Park,260,Vascular Plant,"Purple Bee-Balm, Purple Bergamot",
Utricularia intermedia,Yellowstone National Park,259,Vascular Plant,Flatleaf Bladderwort,
Utricularia intermedia,Yellowstone National Park,259,Vascular Plant,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",
Junco hyemalis hyemalis,Great Smoky Mountains National Park,81,Bird,Slate-Colored Junco,
Quercus imbricaria,Yosemite National Park,166,Vascular Plant,Shingle Oak,
Puccinellia nuttalliana,Yosemite National Park,169,Vascular Plant,"Nuttall Alkaligrass, Nuttall's Alkaligrass",
Spigelia marilandica,Great Smoky Mountains National Park,110,Vascular Plant,"Indian Pink, Woodland Pinkroot",
Quercus kelloggii,Yellowstone National Park,243,Vascular Plant,California Black Oak,
Clematis terniflora,Yellowstone National Park,243,Vascular Plant,Clematis,
Isopterygium tenerum,Bryce National Park,123,Nonvascular Plant,Isopterygium Moss,
Cunila origanoides,Yosemite National Park,151,Vascular Plant,"Common Dittany, Dittany",
Sylvilagus bachmani,Yellowstone National Park,227,Mammal,Brush Rabbit,Species of Concern
Delphinium depauperatum,Yosemite National Park,132,Vascular Plant,"Slim Larkspur, Wand Larkspur",
Pheucticus ludovicianus,Yellowstone National Park,244,Bird,Rose-Breasted Grosbeak,
Plethodon oconaluftee,Yosemite National Park,127,Amphibian,Southern Appalachian Salamander,
Miscanthus sinensis,Yosemite National Park,133,Vascular Plant,Miscanthus,
Juncus hemiendytus var. hemiendytus,Great Smoky Mountains National Park,68,Vascular Plant,Herman's Dwarf Rush,
Lewisia disepala,Great Smoky Mountains National Park,40,Vascular Plant,"Yosemite Bitterroot, Yosemite Lewisia",
Equisetum laevigatum,Yellowstone National Park,247,Vascular Plant,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
Staphylea trifolia,Great Smoky Mountains National Park,88,Vascular Plant,"American Bladdernut, Bladdernut",
Poa palustris,Great Smoky Mountains National Park,58,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",
Poa palustris,Great Smoky Mountains National Park,58,Vascular Plant,"Fowl Blue Grass, Fowl Bluegrass",
Anagallis minima,Great Smoky Mountains National Park,80,Vascular Plant,Chaffweed,
Galium pilosum,Bryce National Park,83,Vascular Plant,Hairy Bedstraw,
Sparganium angustifolium,Great Smoky Mountains National Park,88,Vascular Plant,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",
Hazardia whitneyi var. whitneyi,Yellowstone National Park,258,Vascular Plant,Whitney's Bristleweed,
Silene noctiflora,Yellowstone National Park,265,Vascular Plant,Nightflowering Silene,
Sambucus racemosa var. pubens,Yellowstone National Park,262,Vascular Plant,Red-Berried Elder,
Vireo philadelphicus,Yellowstone National Park,274,Bird,Philadelphia Vireo,
Murdannia keisak,Yosemite National Park,174,Vascular Plant,Aneilema,
Utricularia ochroleuca,Great Smoky Mountains National Park,79,Vascular Plant,Yellowishwhite Bladderwort,
Setaria viridis var. viridis,Yosemite National Park,152,Vascular Plant,Green Bristlegrass,
Carex aestivalis,Great Smoky Mountains National Park,81,Vascular Plant,Summer Sedge,
Achnatherum X bloomeri,Great Smoky Mountains National Park,82,Vascular Plant,"Achnatherum, Bloomer Ricegrass, Bloomer's Ricegrass",
Rhexia mariana,Bryce National Park,83,Vascular Plant,"Maryland Meadow Beauty, Pale Meadow Beauty",
Neotoma magister,Great Smoky Mountains National Park,105,Mammal,"Allegheny Woodrat, Appalachian Woodrat",
Melica stricta,Bryce National Park,98,Vascular Plant,"Rock Melicgrass, Rock Oniongrass",
Triticum aestivum,Great Smoky Mountains National Park,61,Vascular Plant,"Cultivated Wheat, Wheat",
Triticum aestivum,Great Smoky Mountains National Park,61,Vascular Plant,"Common Wheat, Wheat",
Elymus glaucus,Yosemite National Park,149,Vascular Plant,"Blue Wild Rye, Blue Wildrye",
Desmodium paniculatum var. paniculatum,Great Smoky Mountains National Park,69,Vascular Plant,Panicledleaf Ticktrefoil,
Crepis modocensis,Bryce National Park,73,Vascular Plant,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard",
Stylophorum diphyllum,Bryce National Park,113,Vascular Plant,Celandine Poppy,
Sphagnum squarrosum,Great Smoky Mountains National Park,75,Nonvascular Plant,Sphagnum,
Tringa incana,Yosemite National Park,157,Bird,Wandering Tattler,
Myotis volans,Great Smoky Mountains National Park,63,Mammal,"Long-Legged Myotis, Long-Legged Myotis",Species of Concern
Philonotis fontana,Great Smoky Mountains National Park,56,Nonvascular Plant,Philonotis Moss,
Festuca subulata,Yellowstone National Park,268,Vascular Plant,"Bearded Fescue, Nodding Fescue",
Dodecatheon meadia,Yellowstone National Park,269,Vascular Plant,"Blazing Star, Shootingstar",
Lilium parvum,Bryce National Park,136,Vascular Plant,"Sierra Tiger Lily, Sierra Tigerlily",
Vermivora peregrina,Yosemite National Park,171,Bird,Tennessee Warbler,
Sematophyllum adnatum,Bryce National Park,100,Nonvascular Plant,Sematophyllum Moss,
Marrubium vulgare,Yellowstone National Park,257,Vascular Plant,Horehound,
Marrubium vulgare,Yellowstone National Park,257,Vascular Plant,"Horehound, White Horehound",
Polygonum punctatum,Yosemite National Park,175,Vascular Plant,"Dotted Smartweed, Punctate Smartweed",
Clematis viorna,Bryce National Park,60,Vascular Plant,"Leatherflower, Vase-Vine Leather-Flower",
Scribneria bolanderi,Yellowstone National Park,245,Vascular Plant,Scribner's Grass,
Musineon divaricatum,Yellowstone National Park,223,Vascular Plant,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",
Rigiopappus leptocladus,Great Smoky Mountains National Park,57,Vascular Plant,Wireweed,
Carpodacus mexicanus,Bryce National Park,113,Bird,House Finch,
Saxifraga tolmiei,Great Smoky Mountains National Park,89,Vascular Plant,"Alpine Saxifrage, Tolmie's Saxifrage",
Mimulus nanus,Yellowstone National Park,272,Vascular Plant,Dwarf Purple Monkeyflower,
Forsstroemia trichomitria,Bryce National Park,117,Nonvascular Plant,Forsstroemia Moss,
Hypochaeris radicata,Yellowstone National Park,262,Vascular Plant,"Cat's Ear, Spotted Cat's-Ear",
Hypochaeris radicata,Yellowstone National Park,262,Vascular Plant,"Spotted Cats-Ear, Hairy Cats-Ear, Gosmore",
Hypochaeris radicata,Yellowstone National Park,262,Vascular Plant,"Common Cat's-Ear, False Dandelion, Frogbit, Gosmore, Hairy Cat's Ear, Hairy Catsear, Spotted Catsear",
Mergus serrator,Great Smoky Mountains National Park,64,Bird,Red-Breasted Merganser,
Sphagnum girgensohnii,Yosemite National Park,116,Nonvascular Plant,Girgensohn's Sphagnum,
Calamagrostis canadensis,Great Smoky Mountains National Park,102,Vascular Plant,Bluejoint,
Calamagrostis canadensis,Great Smoky Mountains National Park,102,Vascular Plant,"Bluejoint, Bluejoint Reedgrass",
Salix pseudomonticola,Yellowstone National Park,204,Vascular Plant,"False Mountain Willow, White Mountain Willow",
Rosa multiflora,Bryce National Park,95,Vascular Plant,"Multiflora Rose, Rambler Rose",
Orbexilum pedunculatum,Great Smoky Mountains National Park,90,Vascular Plant,Sampson's Snakeroot,
Aesculus californica,Yellowstone National Park,246,Vascular Plant,California Buckeye,
Centaurium venustum,Great Smoky Mountains National Park,41,Vascular Plant,Charming Centaury,
Aesculus glabra,Bryce National Park,76,Vascular Plant,Ohio Buckeye,
Orobanche fasciculata,Bryce National Park,105,Vascular Plant,"Clustered Broomrape, Clustered Broom-Rape, Purple Broomrape, Tufted Broomrape",
Carex grisea,Yellowstone National Park,218,Vascular Plant,Inflated Narrow-Leaf Sedge,
Torilis arvensis,Bryce National Park,121,Vascular Plant,Spreading Hedgeparsley,
Aster occidentalis var. occidentalis,Yellowstone National Park,223,Vascular Plant,Western Aster,
Euphorbia corollata,Yosemite National Park,121,Vascular Plant,"Flowering Spruge, Flowering Spurge",
Acer glabrum var. torreyi,Great Smoky Mountains National Park,75,Vascular Plant,Torrey's Maple,
Pleopeltis polypodioides ssp. michauxiana,Yellowstone National Park,268,Vascular Plant,Resurrection Fern,
Astragalus canadensis,Great Smoky Mountains National Park,98,Vascular Plant,Milk Vetch,
Athyrium alpestre var. americanum,Yellowstone National Park,237,Vascular Plant,Alpine Ladyfern,
Trifolium repens,Yosemite National Park,162,Vascular Plant,White Clover,
Trifolium repens,Yosemite National Park,162,Vascular Plant,"Dutch Clover, Ladino Clover, White Clover, White Dutch Clover",
Scleria oligantha,Yosemite National Park,151,Vascular Plant,"Little-Headed Nutrush, Nut-Rush",
Populus fremontii ssp. fremontii,Great Smoky Mountains National Park,85,Vascular Plant,Fremont's Cottonwood,
Cottus bairdi,Yellowstone National Park,267,Fish,Mottled Sculpin,
Pinus monophylla,Great Smoky Mountains National Park,108,Vascular Plant,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",
Arnica amplexicaulis,Yellowstone National Park,250,Vascular Plant,"Clasping Arnica, Streambank Arnica",
Empidonax wrightii,Yellowstone National Park,223,Bird,"Gray Flycatcher, Grey Flycatcher",
Empidonax wrightii,Yellowstone National Park,223,Bird,Gray Flycatcher,
Epilobium torreyi,Bryce National Park,108,Vascular Plant,"Narrowleaf Willowweed, Torrey's Willowherb",
Lysimachia nummularia,Great Smoky Mountains National Park,54,Vascular Plant,"Creeping Jennie, Moneywort",
Desmodium nuttallii,Great Smoky Mountains National Park,63,Vascular Plant,"Nuttall Tick-Trefoil, Nuttall's Tick-Trefoil",
Quercus chrysolepis,Yosemite National Park,148,Vascular Plant,Canyon Live Oak,
Odocoileus hemionus,Yellowstone National Park,257,Mammal,"Mule Deer, Mule Deer",
Cyperus bipartitus,Great Smoky Mountains National Park,77,Vascular Plant,"Shining Flatsedge, Slender Flatsedge",
Isoetes nuttallii,Great Smoky Mountains National Park,43,Vascular Plant,Nuttall's Quillwort,
Silphium asteriscus var. laevicaule,Yosemite National Park,155,Vascular Plant,Rosin-Weed,
Claytonia rubra ssp. rubra,Yosemite National Park,135,Vascular Plant,Redstem Springbeauty,
Carex subnigricans,Yellowstone National Park,237,Vascular Plant,"Black Sedge, Nearlyblack Sedge",
Puccinellia distans,Yosemite National Park,113,Vascular Plant,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",
Arabis X divaricarpa,Yellowstone National Park,205,Vascular Plant,"Spreading Rockcress, Spreadingpod Rockcress",
Etheostoma gutselli,Yosemite National Park,102,Fish,Tuckasegee Darter,
Viola hastata,Bryce National Park,78,Vascular Plant,"Halberd-Leaved Violet, Halberd-Leaved Yellow Violet",
Mentzelia laevicaulis var. laevicaulis,Yellowstone National Park,262,Vascular Plant,Smoothstem Blazingstar,
Vermivora ruficapilla,Bryce National Park,67,Bird,Nashville Warbler,Species of Concern
Lilium canadense ssp. editorum,Great Smoky Mountains National Park,54,Vascular Plant,Canada Lily,
Lathyrus latifolius,Yosemite National Park,165,Vascular Plant,"Broad-Leaf Peavine, Everlasting Pea",
Lathyrus latifolius,Yosemite National Park,165,Vascular Plant,"Everlasting Peavine, Everlasting-Pea, Perennial Pea, Perennial Peavine, Perennial Sweetpea",
Dichanthelium scabriusculum,Great Smoky Mountains National Park,94,Vascular Plant,Panic Grass,
Artemisia frigida,Bryce National Park,105,Vascular Plant,"Fringed Sagebrush, Fringed Sagewort, Prairie Sagewort",
